nameGiven,starting_age,ending_age,career_length
Terry Jay,19,34,15
Robert Herbert,24,39,15
John Frank,123,138,15
William Ashley,20,35,15
Robert Bartmess,21,36,15
Linus Reinhard,123,138,15
Philip Mason,24,39,15
Dennis Ward,123,138,15
August John,122,137,15
Gregory Carpenter,22,36,14
Rafael,23,37,14
Freddy Antonio,23,37,14
Bernard Albert,120,134,14
John Patsy,23,37,14
Horace Hills,122,136,14
David Daniel,22,36,14
Mark Anthony,22,36,14
Calvin John,24,38,14
Kevin Daniel,22,36,14
Roberto,124,138,14
Frederick Peter,124,138,14
Wesley Cheek,119,133,14
Charles Sidney,21,35,14
Frank Sylvester,20,34,14
Scott Brian,23,37,14
Eddie Gene,23,37,14
Ronald Lavern,20,34,14
Greg Allen,26,40,14
Joseph,123,137,14
Tommy,22,36,14
Frank Witman,119,133,14
Andrew Earl,20,34,14
Mark Andrew,24,38,14
Kevin Frank,22,36,14
Pedro,22,36,14
Harold Augustine,122,136,14
Charlton Atlee,23,37,14
John Gladstone,122,136,14
Jason Michael,24,38,14
Sylveanus Augustus,126,140,14
Shawn David,21,35,14
Cesar Francisco,21,35,14
Frank Gilbert,123,137,14
Edward Patrick,124,138,14
Brian Stephen,24,38,14
Joseph Elliott,25,39,14
Ruben,26,40,14
Raymond Lewis,23,37,14
Carney Ray,21,35,14
Don James,24,38,14
Thomas Michael,24,38,14
Timothy John,23,37,14
Harvey Edward,22,36,14
Michael Andreas,123,137,14
Edward Joseph,122,136,14
Robert Wesley,22,36,14
Charles Ray,22,36,14
Bruce Eugene,21,35,14
Harold Patrick,23,37,14
Jason Daniel,22,36,14
Harry Leroy,119,133,14
Anthony Charles,121,135,14
James Edward,23,37,14
Brian O'Neal,25,39,14
Henry Ward,119,133,14
Bruce Vee,22,36,14
James Augustus,19,33,14
Jay Canfield,25,39,14
Jack Robert,24,38,14
Rex Allen,24,38,14
Clifford,25,39,14
Travis Calvin,119,133,14
Danny Lynn,21,35,14
Darrin Jay,22,36,14
John,21,35,14
Arthur Albert,22,36,14
Joseph Walter,27,41,14
Burt Carlton,21,35,14
Kenneth Dale,20,34,14
Larry Eugene,21,35,14
Myrill Oliver,123,137,14
William Frederick,20,34,14
Larry Darnell,21,35,14
Ramon Jose,23,37,14
Clifton Earl,120,134,14
James B.,19,33,14
Charles Sebastian,123,137,14
Octavio Eduardo,26,40,14
Samuel Paul,125,139,14
Elmer,25,39,14
Scott Jeremy,24,38,14
Joseph Anthony,120,134,14
Daniel,22,36,14
Robert Thomas,22,36,14
Michael Anthony,23,37,14
Chad Griffin,22,36,14
Terrence Michael,22,36,14
David Charles,121,135,14
John Duffield,22,36,14
Jacob Ellsworth,126,140,14
Darren Arthur,21,35,14
George August,123,137,14
Frank Talmadge,122,136,14
James Christopher,122,136,14
John Herman,122,136,14
Douglas Vernon,23,37,14
Ivan,21,35,14
John Wesley,124,138,14
Dennis Bryan,26,40,14
Arley Wilbur,120,134,14
Darnell,21,35,14
Joseph Howard,18,32,14
Anthony Christopher,23,37,14
James,22,36,14
William Nuschler,22,36,14
James Lawrence,22,36,14
Luis Antonio,21,35,14
Frank Anthony,22,36,14
Randol Doyle,25,39,14
Harold Homer,122,136,14
Christopher John,22,36,14
John Anthony,22,36,14
Kenneth Gene,24,38,14
William Richard,25,39,14
Clay Palmer,23,37,14
Hugh Thomas,122,136,14
Stephen David,22,36,14
John Franklin,122,136,14
Charles Douglas,27,41,14
John Landis,118,132,14
John Needles,118,132,14
Armando German,22,36,14
William Lance,23,37,14
Juan Bautista,24,38,14
David Russell,22,36,14
Stephen Wayne,24,38,14
Edward Wilbur,120,134,14
Paul David,23,37,14
Santos,21,35,14
William Francis,22,36,14
Mateo Rojas,22,36,14
Manuel de Jesus,21,35,14
Luis Rene,23,37,14
Richard Anthony,21,35,14
Pedro Julio,24,38,14
Bronson Anthony,23,37,14
Richard Santo,24,38,14
Jeffrey Robert,23,37,14
James Patrick,121,135,14
Richard Alexander,20,34,14
Brady Kevin,24,38,14
Kurt Anthony,24,38,14
Harry Ralston,24,38,14
George Henry,120,134,14
Kenton Lloyd,24,38,14
Stephen Russell,23,37,14
George Joseph,122,136,14
David Allen,24,38,14
Robert Ray,25,39,14
Jay Campbell,23,37,14
Mark Alan,21,35,14
Paul Gregory,25,39,14
Enos Milton,23,37,14
Orlando Luis,23,37,14
Bertram Ray,23,37,14
Clinton Harold,125,139,14
Kenneth Alven,19,33,14
Edwin Albert,20,34,14
Hubert,24,38,14
Brett Daniel,24,38,14
David Allen,23,37,14
Cecil Howell,120,134,14
Austin Ben,121,135,14
Joseph Bert,122,136,14
Robert,20,34,14
Richard William,21,35,14
Andre,24,38,14
Gregory Lamont,24,38,14
Jason Andrew,25,39,14
Delbert Bernard,24,38,14
Joseph Franklin,120,134,14
Ryan Andrew,23,37,14
Ronald Thomas,25,39,14
Frank John,22,36,14
George Elvin,127,141,14
Harvey Willos,125,139,14
Gerald Holmes,123,137,14
Roy Hilton,22,36,14
Rondell Bernard,21,35,14
Vernon M.,21,35,14
Kenneth Roy,125,139,14
Eddie Lee,22,36,14
Gregory Scott,27,41,14
Stanley Wilson,22,36,14
James Eugene,21,35,14
Kerry Lee,21,35,14
Joe,119,133,14
James Sherman,21,35,14
Rudolph Preston,121,135,14
Thomas Jefferson,21,35,14
Stephen Wayne,24,38,14
Eric Orlando,25,39,14
Jack Erwin,121,135,14
James Calvin,22,36,14
Vicente,25,39,14
Timothy James,24,38,14
Rey Francisco,24,38,14
Wilfred Patrick Dolan,121,135,14
Ronald Edward,20,34,14
Richard Daniel,23,37,14
Kenneth Wayne,23,37,14
J Christopher,22,36,14
Burton Edwin,125,139,14
Clyde Mitchell,123,137,14
James Robert,123,137,14
William Henry,122,136,14
Frank M.,122,136,14
Jason David,22,36,14
Daniel Ernest,23,37,14
David Vincent,24,38,14
Aaron Helmer,23,37,14
Mitchell Jack,22,36,14
Robert Michael,23,37,14
James Lloyd,22,36,14
Paul William,24,38,14
Robert Eldridge,128,142,14
Jack,120,134,14
George J.,25,39,14
Walter Cleveland,121,135,14
Timothy Paul,22,36,14
Todd Vernon,23,37,14
Derrel Osborn,20,34,14
George Edward,20,34,14
Thomas Joseph,121,135,14
Fury Gene,23,37,14
Bill,22,36,14
Michael Ausley,25,39,14
Garry Lee,23,37,14
Clyde Jennings,124,138,14
Candido,21,35,14
Michael Grant,24,38,14
Felix Anthony,24,38,14
John Claiborn,19,33,14
Charles Richard,23,37,14
Carl William,124,138,14
Milton Scott,20,34,14
Brent Danem,22,36,14
Jonathan Ray,24,38,14
Theodore Roosevelt,23,37,14
John Kelly,119,133,14
Charles Louis,23,37,14
Derrek Leon,22,36,14
James Reynold,23,37,14
Javier,22,36,14
Mark David,24,38,14
John Bernard,122,136,14
Gregory Michael,20,34,14
Michael Ken-Wai,22,36,14
Frank Andrew,123,137,14
John Joseph,124,138,14
Samuel Edward,19,33,14
Martin Joseph,120,134,14
John Bannerman,120,134,14
Henry Lee,121,135,14
Jerry Wayne,22,36,14
Van Lingle,120,134,14
John Francis,21,35,14
Eugene,122,136,14
Charles William,20,34,14
Julio Ruben,20,34,14
John Kenneth,120,134,14
Richard Alan,23,37,14
Kevin Darnell,22,36,14
Brian Merritt,25,39,14
Benjamin Edwin,120,134,14
George Henry,126,140,14
Carl Anthony,22,36,14
Donald Stephen,19,33,14
Bradley Wayne,22,36,14
Terry Lee,24,38,14
Troy Eugene,26,40,14
Joseph Michael,21,35,14
Magglio,23,37,14
Frederick Raymond,127,141,14
Ramon Diogenes,26,40,14
Larry Alton,21,35,14
Dean William,21,35,14
James Vincent,18,32,14
Jose Antonio,24,38,14
John Mahlon,121,135,14
Robert Michael,23,37,14
Tony Pedro,24,38,14
William Mitchell,19,33,14
Jeffrey Allan,26,40,14
Arthur Neukom,123,137,14
John Edward,121,135,14
Xavier Clifford,22,36,14
Steven,25,39,14
Dennys,20,34,14
Gordon Craig,23,37,14
Paul Rapier,124,138,14
John Milton,22,36,14
Don Allen,21,35,14
Mark Steven,23,37,14
Frank Anthony,124,138,14
Don Carlos Patrick,124,138,14
Todd Alan,25,39,14
Terry Stephen,21,35,14
Jose Alberto,21,34,13
Nicholas Paul,24,37,13
Raymond Lee,127,140,13
Curtis John,25,38,13
Nelson Thomas,125,138,13
Paul John,24,37,13
Luis Andrew,24,37,13
Eric Vaughn,23,36,13
Edward Joseph,123,136,13
Americo Peter,20,33,13
Juan D'Vaughn,23,36,13
Brian Michael,24,37,13
Richard Anthony,27,40,13
Abram Harding,24,37,13
Rafael Alberto,24,37,13
Steven Vincent,27,40,13
Howard Dean,22,35,13
Randall Kirk,23,36,13
Charles Harrison,23,36,13
Chester Raymond,20,33,13
Greggory William,22,35,13
Reuben Henry,121,134,13
William Oliver,21,34,13
Gregory Blakemoor,24,37,13
Albert Richard,129,142,13
Joseph William,21,34,13
Hideo,27,40,13
Vicente de la Cruz,22,35,13
Vicente,24,37,13
Emilio Antonio,120,133,13
Lyle Stefan,24,37,13
Ivan Massie,126,139,13
Eduardo Atanacio,24,37,13
Kenneth William,120,133,13
Carlos Felipe,23,36,13
Gary Charles,22,35,13
Tomas Orlando,22,35,13
Frederick Joseph,24,37,13
Robert Chandler,26,39,13
Michael Wayne,23,36,13
Terry Bluford,123,136,13
Donnie Ray,21,34,13
Alonzo Earl,124,137,13
George Joseph,118,131,13
Patrick Joseph,125,138,13
Guillermo,26,39,13
George Joseph,122,135,13
Edward Joseph,121,134,13
Anthony John,22,35,13
Donald Eric,120,133,13
David Arthur,20,33,13
Orlando Luis,24,37,13
Emil Frederick,121,134,13
Daniel,23,36,13
William Boyd,121,134,13
Esteban Antonio,24,37,13
Kyle Matthew,23,36,13
Aurelio Alejandro,26,39,13
Timothy James,23,36,13
William Crutcher,125,138,13
William Francis,23,36,13
Carlos,23,36,13
James Robert,22,35,13
Jeffrey,22,35,13
Michael Scott,22,35,13
Paul Aaron,24,37,13
Lee Louis,21,34,13
Charles Dallan,23,36,13
Donald Arthur,21,34,13
Ramon Jaime,20,33,13
Joseph Clifton,23,36,13
Frederick,125,138,13
Jason Scott,22,35,13
John E.,20,33,13
Josias,24,37,13
John Steven,24,37,13
William H.,20,33,13
William Harold,125,138,13
Mickey Lee,24,37,13
James Gorman,23,36,13
Mark Patrick,26,39,13
William Charles,24,37,13
Fernando,22,35,13
Danilo,22,35,13
Robert Dale,18,31,13
Shannon Harold,21,34,13
John Franklin,122,135,13
Kelly Lee,24,37,13
Milton Joseph,120,133,13
Harry Duffield,24,37,13
Dale Curtis,23,36,13
Ichiro,28,41,13
Tanyon James,25,38,13
William Joseph,24,37,13
Luis Beltran,25,38,13
Roy Hampton,125,138,13
Edward Russell,121,134,13
Frederick Blair,22,35,13
Raymond Francis,126,139,13
William Allen,25,38,13
Jackson Riggs,123,136,13
Terry Lee,24,37,13
Charles Dillon,122,135,13
Joseph Wheeler,122,135,13
George Charles,22,35,13
John William,124,137,13
Joseph Charles,119,132,13
Richard Craig,21,34,13
David William,123,136,13
Howard Samuel,122,135,13
Paul Kenneth,24,37,13
Terrance Darnell,24,37,13
Richard Walther,120,133,13
William Robert,20,33,13
Stephen Louis,21,34,13
LeRoy John,124,137,13
Robert Martin,128,141,13
Manuel de Jesus,23,36,13
Carsten Charles,21,34,13
Richard David,22,35,13
Olmedo,24,37,13
Harry Franklin,123,136,13
Otto Hamlin,129,142,13
Edgardo Ralph,20,33,13
John Junior,24,37,13
Juan Carlos,23,36,13
Jeffrey Lee,22,35,13
James Edward,23,36,13
Joel Randolph,25,38,13
Michael Brian,24,37,13
Timothy Howard,26,39,13
Anthony Darrell,24,37,13
Maurice Morning,27,40,13
Arthur Earl,123,136,13
Daniel Allen,23,36,13
Larry Dewayne,22,35,13
Richard Hirschfeld,22,35,13
Gerald Floyd,26,39,13
Barry William,22,35,13
Robert Kip,22,35,13
Walter William,24,37,13
Richard Allen,26,39,13
Matthew Christopher,25,38,13
William DeKova,22,35,13
Burgess Urquhart,123,136,13
Daniel Michael,22,35,13
Percival Wheritt,23,36,13
Jacob Cauthen,23,36,13
Cleotha,22,35,13
Robert Vernon,24,37,13
William Charles,24,37,13
Osvaldo Jose,24,37,13
Edward Augustine,123,136,13
Juan C.,22,35,13
Todd Matthew,20,33,13
James Leslie,120,133,13
John Henry,25,38,13
Henry Francis,22,35,13
Javier Carlos,22,35,13
Robert Hayes,124,137,13
John Thomas,122,135,13
Ronald Irvin,23,36,13
Harold Arthur,121,134,13
Nelson Kelley,22,35,13
Hector Harold,27,40,13
Thomas Andrew,21,34,13
Mordecai Peter Centennial,127,140,13
Alonza Benjamin,25,38,13
Jeromy Neal,24,37,13
Richard Paul,23,36,13
Jeffrey Hoke,25,38,13
Russell Oles,23,36,13
George Washington,23,36,13
Joseph Emil,122,135,13
Bret Robert,23,36,13
Bobby Lee,22,35,13
Michael Todd,25,38,13
Joseph Thomas,24,37,13
Thaddis,21,34,13
Michael James,23,36,13
Geoffrey Edward,26,39,13
Charles Francis,123,136,13
Allen Kent,21,34,13
Lawrence David,25,38,13
Alphonse Dante,25,38,13
Michael Joseph,25,38,13
Antonio Rafael,23,36,13
Lonas Edgar,22,35,13
Steven Thomas,20,33,13
Walter Wayne,21,34,13
Paul Andre,26,39,13
Andrew Jason,24,37,13
John Joseph,20,33,13
Donald William,23,36,13
Rodney Roy,23,36,13
Joseph Ronald,24,37,13
Joshua Patrick,21,34,13
Timothy Wayne,26,39,13
Andrew Charles,22,35,13
Raymond Adelphia,123,136,13
Michael Paul,24,37,13
Gary David,23,36,13
Joaquin Antonio,24,37,13
Kevin Charles,23,36,13
Rodrigo Richard,24,37,13
Grant Robert,24,37,13
Warren William,24,37,13
Hector,25,38,13
Harold Gust,125,138,13
Donald Eugene,22,35,13
Ralph Michael,22,35,13
Norman Wood,25,38,13
Raul Alexander,23,36,13
Endy de Jesus,23,36,13
Jeffrey Howard,25,38,13
Frank John,23,36,13
James Wayne,19,32,13
William Watson,122,135,13
Rocco Domenico,22,35,13
Jose Alexander,23,36,13
Francisco Javier,24,37,13
Wilfredo,21,34,13
George Walter,123,136,13
Robert George,19,32,13
Edgar Edward,26,39,13
Richard Broadus,121,134,13
Abner Frank,21,34,13
Michael Brent,22,35,13
Willie Murphy,18,31,13
Ray,24,37,13
Jermaine Terrell,22,35,13
Adam Troy,22,35,13
James Morris,21,34,13
Don Robert,23,36,13
Donald Scott,20,33,13
David Jonathan,23,36,13
Lawrence Joseph,121,134,13
Jeremiah Dennis,22,35,13
Lawrence Edward,18,31,13
Robert Allen,27,40,13
Michael Joseph,125,138,13
Michael Cornelius,24,37,13
Frank Joseph,123,136,13
Albert James,127,140,13
John Geoffrey,121,134,13
Michael Thomas,23,36,13
Frederick Amos,119,132,13
James Michael,22,35,13
Thomas Anthony,25,38,13
Tommy Vann,23,36,13
Wesley Ray,22,35,13
David Lee,23,36,13
Edward Burlton,126,139,13
Otto C.,124,137,13
Patrick George,23,36,13
Marc Kevin,21,34,13
Kenneth Wade,23,36,13
Darren Lee,24,37,13
Arthur Frederick,121,134,13
William Elmer,122,135,13
Lawrence Curtis,24,37,13
Dion,21,34,13
David Allen,22,35,13
Wheeler Roger,122,135,13
Ernest Rudolph,124,137,13
Joseph Richard,18,31,13
Gregory Scott,20,33,13
Kent Allen,21,34,13
Elston Gene,26,39,13
Cecil Randolph,22,35,13
Todd Randolph,21,34,13
William Forrest,25,38,13
John Edwin,122,135,13
Thomas James,122,135,13
Howard Michael,22,35,13
Kenneth Lance,24,37,13
Cleon Joseph,21,34,13
Charles Wesley,23,36,13
Odell,22,35,13
Samuel,26,39,13
David Christopher,23,36,13
Terrance Edward,22,35,13
Eric Peter,24,37,13
Stefan Andrew,21,34,13
Walter Francis,122,135,13
Timothy John,23,36,13
Adam Thomas,23,36,13
Roberto Conrado,23,36,13
John,125,138,13
John Henry,126,139,13
Raymond Carl,127,140,13
Lewis Bernard,18,31,13
Michael Edward,24,37,13
Michael James,22,35,13
Hobart Neal,20,33,13
David Eugene,22,35,13
Anthony Michael,123,136,13
Harry Arthur,122,135,13
Gary Robert,25,38,13
Vernon Louis,122,135,13
Jerry Don,22,35,13
James William,25,38,13
Andrew Bernard,19,32,13
George C.,125,138,13
Thomas James,21,34,13
James Timothy,23,36,13
Anthony Joseph,24,37,13
James William,23,36,13
Wilbur David,120,133,13
Thomas Jones,23,36,13
Rene Adrian,24,37,13
George F.,25,38,13
Darryl Quinn,24,37,13
Earl Andrew,120,133,13
Harvey,27,40,13
William Bernard,121,134,13
Charles James,121,134,13
William Anthony,123,136,13
Ronald Ames,25,38,13
Carlos Alfonso,23,36,13
Jose Manuel,21,34,13
Mark Steven,22,35,13
Wedsel Gary,27,40,13
George William,122,135,13
Ronald William,25,38,13
Scott Allen,26,39,13
Minter Carney,121,134,13
Charles Dewayne,23,36,13
William Joseph,24,37,13
George Washington,124,137,13
Peter Thomas,22,35,13
Arthur,124,137,13
Darrin Glen,23,36,13
Ira James,124,137,13
John Timothy,25,38,13
Cecil Grant,22,35,13
Joseph Vance,24,37,13
Robert Vavasour,26,39,13
Richard Joseph,22,35,13
Aaron Shawn,22,35,13
Alvaro Alberto,22,35,13
Darin Charles,22,35,13
Carl Edward,22,35,13
Richard Clark,18,31,13
Gilbert Raymond,122,135,13
John Alban,23,36,13
Edward Cunningham,123,136,13
Lawrence Herbert,122,135,13
Rigoberto,21,34,13
Charles William,22,35,13
Charles John,20,33,13
Dellas Clinton,123,136,13
Debs C.,125,138,13
Jon Steven,21,34,13
Anthony Nomar,23,36,13
Mark Allan,27,39,12
Ralph Allen,23,35,12
Gary Merle,21,33,12
Richard Leo,21,33,12
Curtis Hooper,123,135,12
Richard Aron,19,31,12
Michael Anthony,25,37,12
David Travis,21,33,12
Frederick Meloy,123,135,12
Ryan Ray,26,38,12
Raymond Earl,20,32,12
David Luther,28,40,12
Chad Douglas,27,39,12
Ervin,124,136,12
Lewis Albert,122,134,12
Thomas Michael,24,36,12
David William,22,34,12
Joseph Raymond,24,36,12
John Charles,21,33,12
Mark William,25,37,12
William Roger,21,33,12
Scott Alan,25,37,12
Kelvim Jose,21,33,12
Salvatore Frank,25,37,12
Edward Joseph,22,34,12
Desmond DeChone,24,36,12
Timothy Allan,24,36,12
Stanley Raymond,123,135,12
Aaron Michael,24,36,12
Steven Lowell,23,35,12
Edward Hugh,23,35,12
Wallace Larry,24,36,12
Charles Oscar,23,35,12
Donald Joseph,124,136,12
Arthur Lee,26,38,12
Charles Louis,122,134,12
Jeffrey Bryan,22,34,12
John Beverley,124,136,12
George Farley,122,134,12
Thomas Herman,124,136,12
Joseph Charles,25,37,12
Fred Earl,25,37,12
Troy,22,34,12
Alexander Scott,21,33,12
Terry Hester,27,39,12
Jason Dean,26,38,12
John Derran,24,36,12
Clement Walter,24,36,12
William Culp,25,37,12
Ernest George,123,135,12
Louis Laddie,127,139,12
Louis Stephen,19,31,12
John Patrick,119,131,12
Michael Dennis,20,32,12
John Edward,21,33,12
James Lester,25,37,12
James Hubert,23,35,12
Thomas F.,20,32,12
William,122,134,12
Matthew Aloysius,20,32,12
William Edward,123,135,12
Gabriel Stefan,23,35,12
Robert Oliver,25,37,12
Kenneth Travis,25,37,12
Russell Conwell,122,134,12
Thomas L.,122,134,12
Timothy Craig,23,35,12
Miller James,126,138,12
Aubrey Lewis,24,36,12
Jeffrey Kent,24,36,12
Ira Kendall,123,135,12
Alan Thomas,21,33,12
Bobby Dean,25,37,12
Kevin Thomas,25,37,12
Manuel Julian,24,36,12
Alexander,22,34,12
Robert Lee,128,140,12
Joseph Jefferson,121,133,12
William Chester,125,137,12
Merwin John William,121,133,12
Michael Wilson,19,31,12
Cesar David,21,33,12
Peter Joseph,22,34,12
Omar Rafael,21,33,12
Charles Brandon,24,36,12
James Francis,119,131,12
William Henry,21,33,12
James,22,34,12
David Michael,24,36,12
Glenallen,24,36,12
Andrew Aird,125,137,12
James Lucius,25,37,12
Dennis Lee,23,35,12
Sterling Alex,21,33,12
John Aloysius,124,136,12
Charles Lincoln,123,135,12
Thomas Mitchell,23,35,12
Guillermo,23,35,12
Ricky Allen,24,36,12
Daniel William,22,34,12
Wallace Andrew,124,136,12
Frank Michael,25,37,12
Michael William,27,39,12
George Willard,120,132,12
Baudilio Jose,24,36,12
John Allen,22,34,12
Delino Lamont,21,33,12
Richard Anthony,24,36,12
Douglas Dean,24,36,12
Mariano,22,34,12
David Edwin,19,31,12
Carl Demonte,21,33,12
Covelli Loyce,23,35,12
Midre Almeric,22,34,12
Joseph Robert,23,35,12
Jose,23,35,12
Joseph Franklin,122,134,12
David Michael,24,36,12
Robert George,24,36,12
Curtis Benton,131,143,12
Douglas,24,36,12
George Willis,124,136,12
George Earl,21,33,12
James Houston,25,37,12
Lloyd Garrison,122,134,12
Ronald Maurice,23,35,12
Clifford Carlton,127,139,12
Alfred Edward,23,35,12
Danny Bradford,24,36,12
Gregory Joseph,23,35,12
Vincent Maurice,24,36,12
Gordon Stanley,122,134,12
Philip Eugene,122,134,12
Charles Albert,23,35,12
John Gibson,21,33,12
David Earl,24,36,12
Reginald Leslie,21,33,12
Ramon Abraham,23,35,12
Alberto Terrero,25,37,12
George Jasper,127,139,12
Chester James,122,134,12
Harry,18,30,12
Bruce Douglas,121,133,12
Adolph Louis,126,138,12
Robinson Castro,23,35,12
Raul,24,36,12
Scott Alan,25,37,12
Stephen Charles,24,36,12
Tracy Souter,127,139,12
Charles Henry,122,134,12
James Leland,23,35,12
William Harrison,21,33,12
Jesse Lawrence,123,135,12
Lawrence James,126,138,12
